Source,Target,Weight,Type
Tennessee Tech,Wisconsin,1,Directed
Texas,Iowa State,1,Directed
Texas,Kansas,1,Directed
Texas,Notre Dame,1,Directed
Texas,USC,1,Directed
Texas A&M, Clemson,1,Directed
Texas A&M, Florida,1,Directed
Texas A&M, Kansas,1,Directed
Texas A&M, Missouri,1,Directed
Texas A&M, Ole Miss,1,Directed
Texas A&M, Pittsburgh,1,Directed
Texas A&M, Virginia Tech,1,Directed
Texas A&M,Arkansas State,1,Directed
Texas A&M,Auburn,1,Directed
Texas A&M,Baylor,1,Directed
Texas A&M,Clemson,1,Directed
Texas A&M,Iowa State,1,Directed
Texas A&M,LSU,1,Directed
Texas A&M,Miami (FL),1,Directed
Texas A&M,Mississippi State,1,Directed
Texas A&M,Ole Miss,1,Directed
Texas A&M,Texas Tech,1,Directed
Texas A&M,UCLA,1,Directed
Texas Southern,Arkansas State,1,Directed
Texas Southern,Rutgers,1,Directed
Texas State,Arkansas,1,Directed
Texas State,Colorado,1,Directed
Texas State,Florida State,1,Directed
Texas State,Georgia State,1,Directed
Texas State,Illinois,1,Directed
Texas State,SMU,1,Directed
Texas State,Texas A&M,1,Directed
Texas Tech,NC State,1,Directed
Texas Tech,Nebraska,1,Directed
Texas Tech,New Mexico,1,Directed
The Citadel,Arizona,1,Directed
The Citadel,Georgia Tech,1,Directed
The Citadel,Ole Miss,1,Directed
The Citadel,Texas A&M,1,Directed
The Citadel,Wisconsin,1,Directed
Toledo, Boise State,1,Directed
Toledo, Fresno State,1,Directed
Toledo, Miami (FL),1,Directed
Toledo, Missouri,1,Directed
Toledo, Northern Illinois,1,Directed
Toledo,at Central Michigan,1,Directed
Toledo,Boise State,1,Directed
Toledo,Bowling Green,1,Directed
Toledo,BYU,1,Directed
Toledo,Central Michigan,1,Directed
Toledo,Florida International,1,Directed
Toledo,Kent State,1,Directed
Toledo,Marshall,1,Directed
Toledo,Missouri,1,Directed
Toledo,Purdue,1,Directed
Toledo,Temple,1,Directed
Toledo,Wyoming,1,Directed
Towson,Indiana,1,Directed
Towson,Northwestern,1,Directed
Troy, Boise State,1,Directed
Troy,Abilene Christian,1,Directed
Troy,Appalachian State,1,Directed
Troy,Boise State,1,Directed
Troy,Duke,1,Directed
Troy,Florida Atlantic,1,Directed
Troy,Florida State,1,Directed
Troy,Georgia Southern,1,Directed
Troy,Georgia State,1,Directed
Troy,Georgia Tech,1,Directed
Troy,Idaho,1,Directed
Troy,Middle Tennessee,1,Directed
Troy,Mississippi State,1,Directed
Troy,Missouri,1,Directed
Troy,NC State,1,Directed
Troy,Nebraska,1,Directed
Troy,North Texas,1,Directed
Troy,Ole Miss,1,Directed
Troy,Western Kentucky,1,Directed
Troy,Wisconsin,1,Directed
Troy,WKU,1,Directed
Troy State,Arkansas,1,Directed
Troy State,Iowa State,1,Directed
Troy State,Kansas State,1,Directed
Troy State,Marshall,1,Directed
Troy State,Middle Tennessee,1,Directed
Troy State,Missouri,1,Directed
Troy State,Virginia,1,Directed
Tulane,Alabama,1,Directed
Tulane,BYU,1,Directed
Tulane,FIU,1,Directed
Tulane,Georgia Tech,1,Directed
Tulane,Hawaii,1,Directed
Tulane,Louisiana,1,Directed
Tulane,Oklahoma,1,Directed
Tulane,Ole Miss,1,Directed
Tulane,Rutgers,1,Directed
Tulane,Syracuse,1,Directed
Tulsa,Arkansas State,1,Directed
Tulsa,Baylor,1,Directed
Tulsa,BYU,1,Directed
Tulsa,Iowa State,1,Directed
Tulsa,Kansas,1,Directed
Tulsa,Louisiana Tech,1,Directed
Tulsa,Nevada,1,Directed
Tulsa,Southern Miss,1,Directed
Tulsa,Toledo,1,Directed
UAB,Arkansas,1,Directed
UAB,Ball State,1,Directed
UAB,Hawaii,1,Directed
UAB,Kansas,1,Directed
UAB,Memphis,1,Directed
UAB,Michigan State,1,Directed
UAB,Oklahoma,1,Directed
UAB,Ole Miss,1,Directed
UAB,SMU,1,Directed
UC Davis,Boise State,1,Directed
UC Davis,California,1,Directed
UC Davis,Hawaii,1,Directed
UC Davis,San Diego State,1,Directed
UCF, Houston,1,Directed
UCF, Miami (FL),1,Directed
UCF, Miami (OH),1,Directed
UCF, South Carolina,1,Directed
UCF, South Florida,1,Directed
UCF, Texas,1,Directed
UCF, Virginia Tech,1,Directed
UCF, West Virginia,1,Directed
UCF,Akron,1,Directed
UCF,Arkansas,1,Directed
UCF,Buffalo,1,Directed
UCF,BYU,1,Directed
UCF,Clemson,1,Directed
UCF,Furman,1,Directed
UCF,Georgia Tech,1,Directed
UCF,Kansas State,1,Directed
UCF,Kent State,1,Directed
UCF,Maryland,1,Directed
UCF,Missouri,1,Directed
UCF,North Carolina State,1,Directed
UCF,Northern Illinois,1,Directed
UCF,Pittsburgh,1,Directed
UCF,Rice,1,Directed
UCF,SMU,1,Directed
UCF,Temple,1,Directed
UCF,Toledo,1,Directed
UCF,UAB,1,Directed
UCF,UConn,1,Directed
UCF,UTEP,1,Directed
UCF,Wisconsin,1,Directed
UCLA, Arizona,1,Directed
UCLA, Fresno State,1,Directed
UCLA, Oregon State,1,Directed
UCLA, Texas,1,Directed
UCLA, Washington,1,Directed
UCLA, Washington State,1,Directed
UCLA,Arizona State,1,Directed
UCLA,BYU,1,Directed
UCLA,Cincinnati,1,Directed
UCLA,Fresno State,1,Directed
UCLA,Kansas State,1,Directed
UCLA,Oklahoma State,1,Directed
UCLA,Oregon,1,Directed
UCLA,Utah,1,Directed
UConn,Boise State,1,Directed
UConn,Boston College,1,Directed
UConn,Buffalo,1,Directed
UConn,BYU,1,Directed
UConn,Missouri,1,Directed
UConn,Syracuse,1,Directed
UConn,Virginia,1,Directed
UMass, James Madison,1,Directed
UMass, New Hampshire,1,Directed
UMass, Richmond,1,Directed
UMass,Boston College,1,Directed
UMass,Bowling Green,1,Directed
UMass,Buffalo,1,Directed
UMass,BYU,1,Directed
UMass,Coastal Carolina,1,Directed
UMass,Delaware,1,Directed
UMass,James Madison,1,Directed
UMass,Kent State,1,Directed
UMass,Maine,1,Directed
UMass,Marshall,1,Directed
UMass,New Hampshire,1,Directed
UMass,Notre Dame,1,Directed
UMass,Ohio,1,Directed
UMass,Old Dominion,1,Directed
UMass,South Florida,1,Directed
UMass,Troy,1,Directed
UMass,Tulane,1,Directed
UMass,Villanova,1,Directed
UMass,William & Mary,1,Directed
UNLV,Arkansas,1,Directed
UNLV,Arkansas State,1,Directed
UNLV,Kansas,1,Directed
UNLV,Louisiana Tech,1,Directed
UNLV,Northern Illinois,1,Directed
UNLV,Ole Miss,1,Directed
UNLV,Oregon State,1,Directed
UNLV,Toledo,1,Directed
UNLV,UCLA,1,Directed
UNLV,USC,1,Directed
UNLV,West Virginia,1,Directed
USC, Kansas State,1,Directed
USC, UCLA,1,Directed
USC,UCLA,1,Directed
UT Martin,Boise State,1,Directed
UT Martin,Hawaii,1,Directed
UT Martin,Middle Tennessee,1,Directed
UT Martin,Missouri,1,Directed
UT Martin,South Alabama,1,Directed
Utah,California,1,Directed
Utah,San Diego State,1,Directed
Utah,Texas A&M,1,Directed
Utah State,Arkansas,1,Directed
Utah State,Clemson,1,Directed
Utah State,Michigan State,1,Directed
Utah State,Middle Tennessee,1,Directed
Utah State,Texas A&M,1,Directed
Utah State,Washington,1,Directed
UTEP, Boise State,1,Directed
UTEP, Kansas,1,Directed
UTEP, Oklahoma,1,Directed
UTEP, Southern Miss,1,Directed
UTEP, Texas,1,Directed
UTEP, Texas Tech,1,Directed
UTEP,Army,1,Directed
UTEP,Cal Poly,1,Directed
UTEP,East Carolina,1,Directed
UTEP,Fresno State,1,Directed
UTEP,Kansas State,1,Directed
UTEP,North Texas,1,Directed
UTEP,Northern Arizona,1,Directed
UTEP,Old Dominion,1,Directed
UTEP,Ole Miss,1,Directed
UTEP,San Diego State,1,Directed
UTEP,Texas Tech,1,Directed
UTEP,Tulane,1,Directed
UTEP,Western Kentucky,1,Directed
UTEP,Wisconsin,1,Directed
UTEP,WKU,1,Directed
UTEP†,Western Kentucky,1,Directed
UTSA,FIU,1,Directed
UTSA,Kansas State,1,Directed
UTSA,New Mexico,1,Directed
UTSA,Texas A&M,1,Directed
UTSA,Western Kentucky,1,Directed
Vanderbilt,Arkansas,1,Directed
Vanderbilt,Georgia Tech,1,Directed
Vanderbilt,Notre Dame,1,Directed
Vanderbilt,Texas A&M,1,Directed
Villanova,UCF,1,Directed
Villanova,West Virginia,1,Directed
Virginia, (FCS) Richmond,1,Directed
Virginia, (FCS) William & Mary,1,Directed
Virginia, Georgia Tech,1,Directed
Virginia, Louisville,1,Directed
Virginia, Miami,1,Directed
Virginia, North Carolina,1,Directed
Virginia, Notre Dame,1,Directed
Virginia, Oregon,1,Directed
Virginia, TCU,1,Directed
Virginia, UCLA,1,Directed
Virginia, USC,1,Directed
Virginia,Ball State,1,Directed
Virginia,Boise State,1,Directed
Virginia,Colorado State,1,Directed
Virginia,Louisiana Tech,1,Directed
Virginia,Miami,1,Directed
Virginia,Miami (FL),1,Directed
Virginia,Penn State,1,Directed
Virginia,UCLA,1,Directed
Virginia,USC,1,Directed
Virginia,Western Michigan,1,Directed
Virginia Tech,Boston College,1,Directed
Virginia Tech,Clemson,1,Directed
Virginia Tech,Florida State,1,Directed
VMI,Ball State,1,Directed
VMI,Toledo,1,Directed
vs. Virginia,Wisconsin,1,Directed
Wagner,Boston College,1,Directed
Wagner,BYU,1,Directed
Wagner,FIU,1,Directed
Wagner,UMass,1,Directed
Wake Forest,Nebraska,1,Directed
Wake Forest,Northern Illinois,1,Directed
Wake Forest,Virginia,1,Directed
Washington, Arizona State,1,Directed
Washington, BYU,1,Directed
Washington, LSU,1,Directed
Washington, Nebraska,1,Directed
Washington, Notre Dame,1,Directed
Washington, Ohio State,1,Directed
Washington, Oklahoma,1,Directed
Washington, UCLA,1,Directed
Washington, Utah,1,Directed
Washington,Boise State,1,Directed
Washington,BYU,1,Directed
Washington,Fresno State,1,Directed
Washington,Hawaii,1,Directed
Washington,Nebraska,1,Directed
Washington,Nevada,1,Directed
Washington,Oklahoma,1,Directed
Washington State,Baylor,1,Directed
Washington State,Boise State,1,Directed
Washington State,BYU,1,Directed
Washington State,Hawaii,1,Directed
Washington State,Nevada,1,Directed
Washington State,Notre Dame,1,Directed
Washington State,San Diego State,1,Directed
Washington State,SMU,1,Directed
Washington State,Washington,1,Directed
Washington State,Wisconsin,1,Directed
Weber State,Arkansas,1,Directed
Weber State,Boise State,1,Directed
Weber State,Boston College,1,Directed
Weber State,BYU,1,Directed
Weber State,Hawaii,1,Directed
Weber State,Oregon State,1,Directed
Weber State,Toledo,1,Directed
Weber State,UTEP,1,Directed
West Alabama,South Alabama,1,Directed
West Virginia, Miami,1,Directed
West Virginia, Miami (FL),1,Directed
West Virginia, Notre Dame,1,Directed
West Virginia, Wisconsin,1,Directed
West Virginia,Boston College,1,Directed
West Virginia,Kansas,1,Directed
West Virginia,Maryland,1,Directed
West Virginia,Notre Dame,1,Directed
West Virginia,South Florida,1,Directed
West Virginia,Temple,1,Directed
West Virginia,Wisconsin,1,Directed
Western Carolina,Florida State,1,Directed
Western Carolina,Georgia Tech,1,Directed
Western Carolina,Hawaii,1,Directed
Western Carolina,Marshall,1,Directed
Western Carolina,Middle Tennessee,1,Directed
Western Carolina,Texas A&M,1,Directed
Western Illinois,Arkansas,1,Directed
Western Illinois,Iowa State,1,Directed
Western Illinois,Nebraska,1,Directed
Western Illinois,Northern Illinois,1,Directed
Western Illinois,Toledo,1,Directed
Western Kentucky, (FCS) Maine,1,Directed
Western Kentucky, Ball State,1,Directed
Western Kentucky,Alabama,1,Directed
Western Kentucky,Central Arkansas,1,Directed
Western Kentucky,Florida International,1,Directed
Western Kentucky,Illinois,1,Directed
Western Kentucky,Indiana State,1,Directed
Western Kentucky,Kansas State,1,Directed
Western Kentucky,Louisiana-Lafayette,1,Directed
Western Kentucky,Louisiana-Monroe,1,Directed
Western Kentucky,Louisiana–Lafayette,1,Directed
Western Kentucky,Louisiana Tech,1,Directed
Western Kentucky,Marshall,1,Directed
Western Kentucky,Navy,1,Directed
Western Kentucky,Nebraska,1,Directed
Western Kentucky,Old Dominion,1,Directed
Western Kentucky,South Florida,1,Directed
Western Kentucky,UAB,1,Directed
Western Kentucky,Vanderbilt,1,Directed
Western Michigan,Buffalo,1,Directed
Western Michigan,Florida State,1,Directed
Western Michigan,Miami (OH),1,Directed
Western Michigan,Missouri,1,Directed
Western Michigan,Nebraska,1,Directed
Western Michigan,Notre Dame,1,Directed
Western Michigan,Ohio,1,Directed
Western Michigan,USC,1,Directed
Western Michigan,Virginia,1,Directed
Western Michigan,West Virginia,1,Directed
Western Michigan,Wisconsin,1,Directed
William & Mary,Indiana,1,Directed
William & Mary,Marshall,1,Directed
William & Mary,NC State,1,Directed
William & Mary,UCF,1,Directed
Wisconsin, Fresno State,1,Directed
Wisconsin, Iowa,1,Directed
Wisconsin, Michigan,1,Directed
Wisconsin, Northwestern,1,Directed
Wisconsin,BYU,1,Directed
Wisconsin,Indiana,1,Directed
Wisconsin,Minnesota,1,Directed
Wisconsin,Nebraska,1,Directed
Wisconsin,Northwestern,1,Directed
Wisconsin,UNLV,1,Directed
WKU,Ball State,1,Directed
WKU,FIU,1,Directed
WKU,Illinois,1,Directed
WKU,Indiana,1,Directed
WKU,Louisiana,1,Directed
WKU,Louisiana Tech,1,Directed
WKU,Middle Tennessee,1,Directed
WKU,South Alabama,1,Directed
Wofford,Georgia Tech,1,Directed
Wofford,NC State,1,Directed
Wofford,Ohio,1,Directed
Wofford,Ole Miss,1,Directed
Wofford,West Virginia,1,Directed
Wofford,Wisconsin,1,Directed
Wyoming,Colorado,1,Directed
Wyoming,Michigan State,1,Directed
Wyoming,Missouri,1,Directed
Wyoming,Nevada,1,Directed
Wyoming,Syracuse,1,Directed
Wyoming,Virginia,1,Directed
Wyoming,Washington,1,Directed
Youngstown State,Kent State,1,Directed
Youngstown State,Marshall,1,Directed
